,nb,lr,svm
f1_score_macro,0.800952380952381,0.8352793040293041,0.8550549450549452
f1_score_micro,0.8333333333333334,0.8,0.8333333333333334
accuracy,0.8333333333333334,0.8,0.8333333333333334
