,alpha,fit_prior,score
0,0.1,True,0.9748953974895398
1,0.1,False,0.9748953974895398
2,0.25,True,0.9748953974895398
3,0.25,False,0.9748953974895398
4,0.5,True,0.9748953974895398
5,0.5,False,0.9748953974895398
6,0.75,True,0.9748953974895398
7,0.75,False,0.9748953974895398
8,1.0,True,0.9748953974895398
9,1.0,False,0.9748953974895398
10,2.0,True,0.9707112970711297
11,2.0,False,0.9748953974895398
12,5.0,True,0.8661087866108786
13,5.0,False,0.8661087866108786
