,nb,lr,svm
f1_score_macro,0.8306075018143396,0.8982756762344978,0.9069532384745457
f1_score_micro,0.8340740740740741,0.8988888888888888,0.9081481481481481
accuracy,0.8340740740740741,0.8988888888888888,0.9081481481481481
