,nb,lr,svm
f1_score_macro,0.96380277637939,0.9618128137374835,0.9586922363390903
f1_score_micro,0.9584214235377027,0.9584214235377027,0.9541930937279774
accuracy,0.9584214235377027,0.9584214235377027,0.9541930937279774
