,alpha,fit_prior,score
0,0.1,True,0.964078947368421
1,0.1,False,0.9630263157894737
2,0.25,True,0.9482894736842106
3,0.25,False,0.9477631578947369
4,0.5,True,0.925921052631579
5,0.5,False,0.9280263157894737
6,0.75,True,0.9038157894736842
7,0.75,False,0.9069736842105263
8,1.0,True,0.8843421052631579
9,1.0,False,0.890921052631579
10,2.0,True,0.8160526315789474
11,2.0,False,0.8311842105263157
12,5.0,True,0.6814473684210526
13,5.0,False,0.7178947368421053
