,alpha,fit_prior,score
0,0.1,True,0.9681481481481482
1,0.1,False,0.9681481481481482
2,0.25,True,0.9572222222222222
3,0.25,False,0.957037037037037
4,0.5,True,0.9441666666666667
5,0.5,False,0.9441666666666667
6,0.75,True,0.935
7,0.75,False,0.9350925925925926
8,1.0,True,0.9256481481481481
9,1.0,False,0.9257407407407408
10,2.0,True,0.9022222222222223
11,2.0,False,0.9020370370370371
12,5.0,True,0.8658333333333333
13,5.0,False,0.8650925925925926
